Time Interval,Agent 4
0,0.0
1,0.0
2,0.0
3,66.76
4,33.45
5,10.11
6,86.04
7,53.19
8,31.14
9,13.5
10,89.91
11,89.91
12,89.91
13,30.35
14,36.74
15,36.74
16,36.74
17,12.74
18,68.57
19,68.57
20,68.58
21,68.58
22,68.58
23,55.08
24,49.11
25,35.7
26,25.13
27,25.13
28,6.39
29,6.39
30,6.39
31,6.39
32,6.39
33,6.39
34,6.39
35,6.39
36,6.39
37,6.39
38,6.39
39,6.39
40,6.39
41,6.39
42,6.39
43,6.39
44,6.39
45,6.39
46,6.39
47,6.39
48,6.39
49,6.39
50,6.39
51,6.39
52,6.39
53,6.39
54,6.39
55,6.39
56,6.39
57,6.39
58,6.39
59,6.39
60,6.39
61,6.39
62,6.39
63,6.39
64,6.39
65,6.39
66,6.39
67,6.39
68,6.39
69,6.39
70,6.39
71,6.39
72,6.39
73,6.39
74,6.39
75,6.39
76,6.39
77,6.39
78,6.39
79,6.39
80,6.39
81,6.39
82,6.39
